id,port_id,data_src_c,port_coor_,cntr_code,port_name,rep_mar_l,source,traffic,geom
41,DKFEJ,9998,1,DK,Fejø,Fejø,GISCO,1,0103000020E86400000100000021000000CE885223E0ED23413CF55990953B5741B2CE62B5B9ED23413E1F92CA643B5741A59EA4E547ED2341229A9CE4353B5741E08EC3138FEC23419942DBAB0A3B5741DE8EFE5996EB23417A7484C9E43A5741E31D484767EA23417AD44BB2C53A5741A0613D810DE9234181B20F98AE3A5741C138915196E723417FEC175EA03A5741CE88522310E623413CF559909B3A5741DBD813F589E423417FEC175EA03A5741FCAF67C512E3234181B20F98AE3A5741B9F35CFFB8E123417AD44BB2C53A5741BE82A6EC89E023417A7484C9E43A5741BC82E13291DF23419942DBAB0A3B5741F7720061D8DE2341229A9CE4353B5741EA42429166DE23413E1F92CA643B5741CE88522340DE23413CF55990953B5741EA42429166DE23413ACB2156C63B5741F7720061D8DE23415650173CF53B5741BC82E13291DF2341DFA7D874203C5741BE82A6EC89E02341FE752F57463C5741B9F35CFFB8E12341FE15686E653C5741FCAF67C512E32341F737A4887C3C5741DBD813F589E42341F9FD9BC28A3C5741CE88522310E623413CF559908F3C5741C138915196E72341F9FD9BC28A3C5741A0613D810DE92341F737A4887C3C5741E31D484767EA2341FE15686E653C5741DE8EFE5996EB2341FE752F57463C5741E08EC3138FEC2341DFA7D874203C5741A59EA4E547ED23415650173CF53B5741B2CE62B5B9ED23413ACB2156C63B5741CE885223E0ED23413CF55990953B5741
42,DKFGS,9998,1,DK,Feggesund,,GISCO,0,0103000020E86400000100000021000000B0D462BA29461E41769E519A2E175841786083DEDC451E4178C889D4FD1658415F00073FF9441E415C4394EECE165841D5E0449B87431E41D3EBD2B5A3165841D0E0BA2796411E41B41D7CD37D165841D9FE4D02383F1E41B47D43BC5E16584154863876843C1E41BB5B07A2471658419634E01696391E41B9950F6839165841B0D462BA89361E41769E519A34165841CA74E55D7D331E41B9950F68391658410C238DFE8E301E41BB5B07A24716584187AA7772DB2D1E41B47D43BC5E16584190C80A4D7D2B1E41B41D7CD37D1658418BC880D98B291E41D3EBD2B5A316584101A9BE351A281E415C4394EECE165841E848429636271E4178C889D4FD165841B0D462BAE9261E41769E519A2E175841E848429636271E41747419605F17584101A9BE351A281E4190F90E468E1758418BC880D98B291E411951D07EB917584190C80A4D7D2B1E41381F2761DF17584187AA7772DB2D1E4138BF5F78FE1758410C238DFE8E301E4131E19B9215185841CA74E55D7D331E4133A793CC23185841B0D462BA89361E41769E519A281858419634E01696391E4133A793CC2318584154863876843C1E4131E19B9215185841D9FE4D02383F1E4138BF5F78FE175841D0E0BA2796411E41381F2761DF175841D5E0449B87431E411951D07EB91758415F00073FF9441E4190F90E468E175841786083DEDC451E41747419605F175841B0D462BA29461E41769E519A2E175841
43,DKFMO,2109,1,DK,Femø,,GISCO,0,0103000020E864000001000000210000006ABE2B120A362441A79DD6E24F3F57414E043CA4E3352441A9C70E1D1F3F574141D47DD4713524418D421937F03E57417CC49C02B934244104EB57FEC43E57417AC4D748C0332441E51C011C9F3E57417F53213691322441E57CC804803E57413C97167037312441EC5A8CEA683E57415D6E6A40C02F2441EA9494B05A3E57416ABE2B123A2E2441A79DD6E2553E5741770EEDE3B32C2441EA9494B05A3E574198E540B43C2B2441EC5A8CEA683E5741552936EEE2292441E57CC804803E57415AB87FDBB3282441E51C011C9F3E574158B8BA21BB27244104EB57FEC43E574193A8D94F022724418D421937F03E574186781B8090262441A9C70E1D1F3F57416ABE2B126A262441A79DD6E24F3F574186781B8090262441A5739EA8803F574193A8D94F02272441C1F8938EAF3F574158B8BA21BB2724414A5055C7DA3F57415AB87FDBB3282441691EACA900405741552936EEE229244169BEE4C01F40574198E540B43C2B244162E020DB36405741770EEDE3B32C244164A61815454057416ABE2B123A2E2441A79DD6E2494057415D6E6A40C02F244164A61815454057413C9716703731244162E020DB364057417F5321369132244169BEE4C01F4057417AC4D748C0332441691EACA9004057417CC49C02B93424414A5055C7DA3F574141D47DD471352441C1F8938EAF3F57414E043CA4E3352441A5739EA8803F57416ABE2B120A362441A79DD6E24F3F5741
44,DKFRC,2110,1,DK,Fredericia (Og Shell-Havnen),Fredericia (Og Shell-Havnen),GISCO,1,0103000020E864000001000000210000007771CD4410BD2041A634C9DEFD7C57415BB7DDD6E9BC2041A85E0119CD7C57414E871F0778BC20418CD90B339E7C574189773E35BFBB204103824AFA727C57418777797BC6BA2041E4B3F3174D7C57418C06C36897B92041E413BB002E7C5741494AB8A23DB82041EBF17EE6167C57416A210C73C6B62041E92B87AC087C57417771CD4440B52041A634C9DE037C574184C18E16BAB32041E92B87AC087C5741A598E2E642B22041EBF17EE6167C574162DCD720E9B02041E413BB002E7C5741676B210EBAAF2041E4B3F3174D7C5741656B5C54C1AE204103824AFA727C5741A05B7B8208AE20418CD90B339E7C5741932BBDB296AD2041A85E0119CD7C57417771CD4470AD2041A634C9DEFD7C5741932BBDB296AD2041A40A91A42E7D5741A05B7B8208AE2041C08F868A5D7D5741656B5C54C1AE204149E747C3887D5741676B210EBAAF204168B59EA5AE7D574162DCD720E9B020416855D7BCCD7D5741A598E2E642B22041617713D7E47D574184C18E16BAB32041633D0B11F37D57417771CD4440B52041A634C9DEF77D57416A210C73C6B62041633D0B11F37D5741494AB8A23DB82041617713D7E47D57418C06C36897B920416855D7BCCD7D57418777797BC6BA204168B59EA5AE7D574189773E35BFBB204149E747C3887D57414E871F0778BC2041C08F868A5D7D57415BB7DDD6E9BC2041A40A91A42E7D57417771CD4410BD2041A634C9DEFD7C5741
45,DKFUH,2109,1,DK,Fur,Fur,GISCO,1,0103000020E8640000010000002100000086CA02C461A91E413AF6C338010458414E5623E814A91E413C20FC72D003584135F6A64831A81E41209B068DA1035841ABD6E4A4BFA61E419743455476035841A6D65A31CEA41E417875EE7150035841AFF4ED0B70A21E4178D5B55A310358412A7CD87FBC9F1E417FB379401A0358416C2A8020CE9C1E417DED81060C03584186CA02C4C1991E413AF6C33807035841A06A8567B5961E417DED81060C035841E2182D08C7931E417FB379401A0358415DA0177C13911E4178D5B55A3103584166BEAA56B58E1E417875EE715003584161BE20E3C38C1E419743455476035841D79E5E3F528B1E41209B068DA1035841BE3EE29F6E8A1E413C20FC72D003584186CA02C4218A1E413AF6C33801045841BE3EE29F6E8A1E4138CC8BFE31045841D79E5E3F528B1E41545181E46004584161BE20E3C38C1E41DDA8421D8C04584166BEAA56B58E1E41FC7699FFB10458415DA0177C13911E41FC16D216D1045841E2182D08C7931E41F5380E31E8045841A06A8567B5961E41F7FE056BF604584186CA02C4C1991E413AF6C338FB0458416C2A8020CE9C1E41F7FE056BF60458412A7CD87FBC9F1E41F5380E31E8045841AFF4ED0B70A21E41FC16D216D1045841A6D65A31CEA41E41FC7699FFB1045841ABD6E4A4BFA61E41DDA8421D8C04584135F6A64831A81E41545181E4600458414E5623E814A91E4138CC8BFE3104584186CA02C461A91E413AF6C33801045841
46,DKFYH,5106,1,DK,Fynshav,Fynshav,GISCO,1,0103000020E864000001000000210000000E155D9F57352141CE9E5E83B63F5741F25A6D3131352141D0C896BD853F5741E52AAF61BF342141B443A1D7563F5741201BCE8F063421412BECDF9E2B3F57411E1B09D60D3321410C1E89BC053F574123AA52C3DE3121410C7E50A5E63E5741E0ED47FD84302141135C148BCF3E574101C59BCD0D2F214111961C51C13E57410E155D9F872D2141CE9E5E83BC3E57411B651E71012C214111961C51C13E57413C3C72418A2A2141135C148BCF3E5741F97F677B302921410C7E50A5E63E5741FE0EB168012821410C1E89BC053F5741FC0EECAE082721412BECDF9E2B3F574137FF0ADD4F262141B443A1D7563F57412ACF4C0DDE252141D0C896BD853F57410E155D9FB7252141CE9E5E83B63F57412ACF4C0DDE252141CC742649E73F574137FF0ADD4F262141E8F91B2F16405741FC0EECAE082721417151DD6741405741FE0EB16801282141901F344A67405741F97F677B3029214190BF6C61864057413C3C72418A2A214189E1A87B9D4057411B651E71012C21418BA7A0B5AB4057410E155D9F872D2141CE9E5E83B040574101C59BCD0D2F21418BA7A0B5AB405741E0ED47FD8430214189E1A87B9D40574123AA52C3DE31214190BF6C61864057411E1B09D60D332141901F344A67405741201BCE8F063421417151DD6741405741E52AAF61BF342141E8F91B2F16405741F25A6D3131352141CC742649E73F57410E155D9F57352141CE9E5E83B63F5741
47,DKGED,5106,1,DK,Gedser,Gedser,GISCO,1,0103000020E86400000100000021000000FA13C8D616102541BEAD283F51155741DE59D868F00F2541C0D7607920155741D1291A997E0F2541A4526B93F11457410C1A39C7C50E25411BFBA95AC61457410A1A740DCD0D2541FC2C5378A01457410FA9BDFA9D0C2541FC8C1A6181145741CCECB234440B2541036BDE466A145741EDC30605CD09254101A5E60C5C145741FA13C8D646082541BEAD283F57145741076489A8C006254101A5E60C5C145741283BDD7849052541036BDE466A145741E57ED2B2EF032541FC8C1A6181145741EA0D1CA0C0022541FC2C5378A0145741E80D57E6C70125411BFBA95AC614574123FE75140F012541A4526B93F114574116CEB7449D002541C0D7607920155741FA13C8D676002541BEAD283F5115574116CEB7449D002541BC83F0048215574123FE75140F012541D808E6EAB0155741E80D57E6C70125416160A723DC155741EA0D1CA0C0022541802EFE0502165741E57ED2B2EF03254180CE361D21165741283BDD784905254179F0723738165741076489A8C00625417BB66A7146165741FA13C8D646082541BEAD283F4B165741EDC30605CD0925417BB66A7146165741CCECB234440B254179F07237381657410FA9BDFA9D0C254180CE361D211657410A1A740DCD0D2541802EFE05021657410C1A39C7C50E25416160A723DC155741D1291A997E0F2541D808E6EAB0155741DE59D868F00F2541BC83F00482155741FA13C8D616102541BEAD283F51155741
48,DKGFH,2110,1,DK,Gulfhavnen,Gulfhavnen,GISCO,1,0103000020E864000001000000210000000820379381AD2341F4A4A61D18585741EC6547255BAD2341F6CEDE57E7575741DF358955E9AC2341DA49E971B85757411A26A88330AC234151F227398D5757411826E3C937AB23413224D156675757411DB52CB708AA23413284983F48575741DAF821F1AEA8234139625C2531575741FBCF75C137A72341379C64EB2257574108203793B1A52341F4A4A61D1E5757411570F8642BA42341379C64EB2257574136474C35B4A2234139625C2531575741F38A416F5AA123413284983F48575741F8198B5C2BA023413224D15667575741F619C6A2329F234151F227398D575741310AE5D0799E2341DA49E971B857574124DA2601089E2341F6CEDE57E757574108203793E19D2341F4A4A61D1858574124DA2601089E2341F27A6EE348585741310AE5D0799E23410E0064C977585741F619C6A2329F234197572502A3585741F8198B5C2BA02341B6257CE4C8585741F38A416F5AA12341B6C5B4FBE758574136474C35B4A22341AFE7F015FF5857411570F8642BA42341B1ADE84F0D59574108203793B1A52341F4A4A61D12595741FBCF75C137A72341B1ADE84F0D595741DAF821F1AEA82341AFE7F015FF5857411DB52CB708AA2341B6C5B4FBE75857411826E3C937AB2341B6257CE4C85857411A26A88330AC234197572502A3585741DF358955E9AC23410E0064C977585741EC6547255BAD2341F27A6EE3485857410820379381AD2341F4A4A61D18585741
49,DKGRE,2110,1,DK,Grenå,Grenå,GISCO,1,0103000020E8640000010000002100000024557435B6E82241D190F9821FDB5741089B84C78FE82241D3BA31BDEEDA5741FB6AC6F71DE82241B7353CD7BFDA5741365BE52565E722412EDE7A9E94DA5741345B206C6CE622410F1024BC6EDA574139EA69593DE522410F70EBA44FDA5741F62D5F93E3E32241164EAF8A38DA57411705B3636CE222411488B7502ADA574124557435E6E02241D190F98225DA574131A5350760DF22411488B7502ADA5741527C89D7E8DD2241164EAF8A38DA57410FC07E118FDC22410F70EBA44FDA5741144FC8FE5FDB22410F1024BC6EDA5741124F034567DA22412EDE7A9E94DA57414D3F2273AED92241B7353CD7BFDA5741400F64A33CD92241D3BA31BDEEDA57412455743516D92241D190F9821FDB5741400F64A33CD92241CF66C14850DB57414D3F2273AED92241EBEBB62E7FDB5741124F034567DA224174437867AADB5741144FC8FE5FDB22419311CF49D0DB57410FC07E118FDC224193B10761EFDB5741527C89D7E8DD22418CD3437B06DC574131A5350760DF22418E993BB514DC574124557435E6E02241D190F98219DC57411705B3636CE222418E993BB514DC5741F62D5F93E3E322418CD3437B06DC574139EA69593DE5224193B10761EFDB5741345B206C6CE622419311CF49D0DB5741365BE52565E7224174437867AADB5741FB6AC6F71DE82241EBEBB62E7FDB5741089B84C78FE82241CF66C14850DB574124557435B6E82241D190F9821FDB5741
50,DKHAD,2108,6,DK,Haderslev,,GISCO,0,0103000020E864000001000000210000006B2DC9221B442041E09B44804C5B57414F73D9B4F4432041E2C57CBA1B5B574142431BE582432041C64087D4EC5A57417D333A13CA4220413DE9C59BC15A57417B337559D14120411E1B6FB99B5A574180C2BE46A24020411E7B36A27C5A57413D06B480483F20412559FA87655A57415EDD0751D13D20412393024E575A57416B2DC9224B3C2041E09B4480525A5741787D8AF4C43A20412393024E575A57419954DEC44D3920412559FA87655A57415698D3FEF33720411E7B36A27C5A57415B271DECC43620411E1B6FB99B5A574159275832CC3520413DE9C59BC15A57419417776013352041C64087D4EC5A574187E7B890A1342041E2C57CBA1B5B57416B2DC9227B342041E09B44804C5B574187E7B890A1342041DE710C467D5B57419417776013352041FAF6012CAC5B574159275832CC352041834EC364D75B57415B271DECC4362041A21C1A47FD5B57415698D3FEF3372041A2BC525E1C5C57419954DEC44D3920419BDE8E78335C5741787D8AF4C43A20419DA486B2415C57416B2DC9224B3C2041E09B4480465C57415EDD0751D13D20419DA486B2415C57413D06B480483F20419BDE8E78335C574180C2BE46A2402041A2BC525E1C5C57417B337559D1412041A21C1A47FD5B57417D333A13CA422041834EC364D75B574142431BE582432041FAF6012CAC5B57414F73D9B4F4432041DE710C467D5B57416B2DC9221B442041E09B44804C5B5741
51,DKHAN,2110,1,DK,Hanstholm,Hanstholm,GISCO,1,0103000020E86400000100000021000000C9FF3C423D151D4170221DBBCB265841918B5D66F0141D41724C55F59A265841782BE1C60C141D4156C75F0F6C265841EE0B1F239B121D41CD6F9ED640265841E90B95AFA9101D41AEA147F41A265841F229288A4B0E1D41AE010FDDFB2558416DB112FE970B1D41B5DFD2C2E4255841AF5FBA9EA9081D41B319DB88D6255841C9FF3C429D051D4170221DBBD1255841E39FBFE590021D41B319DB88D6255841254E6786A2FF1C41B5DFD2C2E4255841A0D551FAEEFC1C41AE010FDDFB255841A9F3E4D490FA1C41AEA147F41A265841A4F35A619FF81C41CD6F9ED6402658411AD498BD2DF71C4156C75F0F6C26584101741C1E4AF61C41724C55F59A265841C9FF3C42FDF51C4170221DBBCB26584101741C1E4AF61C416EF8E480FC2658411AD498BD2DF71C418A7DDA662B275841A4F35A619FF81C4113D59B9F56275841A9F3E4D490FA1C4132A3F2817C275841A0D551FAEEFC1C4132432B999B275841254E6786A2FF1C412B6567B3B2275841E39FBFE590021D412D2B5FEDC0275841C9FF3C429D051D4170221DBBC5275841AF5FBA9EA9081D412D2B5FEDC02758416DB112FE970B1D412B6567B3B2275841F229288A4B0E1D4132432B999B275841E90B95AFA9101D4132A3F2817C275841EE0B1F239B121D4113D59B9F56275841782BE1C60C141D418A7DDA662B275841918B5D66F0141D416EF8E480FC265841C9FF3C423D151D4170221DBBCB265841
52,DKHAS,2108,1,DK,Hals,Hals,GISCO,1,0103000020E8640000010000002100000087407EFF66B721413D3B9FAEF81858416B868E9140B721413F65D7E8C71858415E56D0C1CEB6214123E0E102991858419946EFEF15B621419A8820CA6D18584197462A361DB521417BBAC9E7471858419CD57323EEB321417B1A91D0281858415919695D94B2214182F854B6111858417AF0BC2D1DB1214180325D7C0318584187407EFF96AF21413D3B9FAEFE17584194903FD110AE214180325D7C03185841B56793A199AC214182F854B61118584172AB88DB3FAB21417B1A91D028185841773AD2C810AA21417BBAC9E747185841753A0D0F18A921419A8820CA6D185841B02A2C3D5FA8214123E0E10299185841A3FA6D6DEDA721413F65D7E8C718584187407EFFC6A721413D3B9FAEF8185841A3FA6D6DEDA721413B11677429195841B02A2C3D5FA8214157965C5A58195841753A0D0F18A92141E0ED1D9383195841773AD2C810AA2141FFBB7475A919584172AB88DB3FAB2141FF5BAD8CC8195841B56793A199AC2141F87DE9A6DF19584194903FD110AE2141FA43E1E0ED19584187407EFF96AF21413D3B9FAEF21958417AF0BC2D1DB12141FA43E1E0ED1958415919695D94B22141F87DE9A6DF1958419CD57323EEB32141FF5BAD8CC819584197462A361DB52141FFBB7475A91958419946EFEF15B62141E0ED1D93831958415E56D0C1CEB6214157965C5A581958416B868E9140B721413B1167742919584187407EFF66B721413D3B9FAEF8185841
53,DKHBK,2110,1,DK,Holbæk,,GISCO,0,0103000020E8640000010000002100000000955FD3677F2441F5F2151989915741E4DA6F65417F2441F71C4E5358915741D7AAB195CF7E2441DB97586D29915741129BD0C3167E244152409734FE905741109B0B0A1E7D244133724052D8905741152A55F7EE7B244133D2073BB9905741D26D4A31957A24413AB0CB20A2905741F3449E011E79244138EAD3E69390574100955FD397772441F5F215198F9057410DE520A51176244138EAD3E6939057412EBC74759A7424413AB0CB20A2905741EBFF69AF4073244133D2073BB9905741F08EB39C1172244133724052D8905741EE8EEEE21871244152409734FE905741297F0D1160702441DB97586D299157411C4F4F41EE6F2441F71C4E535891574100955FD3C76F2441F5F21519899157411C4F4F41EE6F2441F3C8DDDEB9915741297F0D11607024410F4ED3C4E8915741EE8EEEE21871244198A594FD13925741F08EB39C11722441B773EBDF39925741EBFF69AF40732441B71324F7589257412EBC74759A742441B0356011709257410DE520A511762441B2FB574B7E92574100955FD397772441F5F2151983925741F3449E011E792441B2FB574B7E925741D26D4A31957A2441B035601170925741152A55F7EE7B2441B71324F758925741109B0B0A1E7D2441B773EBDF39925741129BD0C3167E244198A594FD13925741D7AAB195CF7E24410F4ED3C4E8915741E4DA6F65417F2441F3C8DDDEB991574100955FD3677F2441F5F2151989915741
54,DKHBO,2109,5,DK,Hobro,,GISCO,0,0103000020E864000001000000210000001D7E155713CB20419C97B88B86F2574101C425E9ECCA20419EC1F0C555F25741F49367197BCA2041823CFBDF26F257412F848647C2C92041F9E439A7FBF157412D84C18DC9C82041DA16E3C4D5F1574132130B7B9AC72041DA76AAADB6F15741EF5600B540C62041E1546E939FF15741102E5485C9C42041DF8E765991F157411D7E155743C320419C97B88B8CF157412ACED628BDC12041DF8E765991F157414BA52AF945C02041E1546E939FF1574108E91F33ECBE2041DA76AAADB6F157410D786920BDBD2041DA16E3C4D5F157410B78A466C4BC2041F9E439A7FBF157414668C3940BBC2041823CFBDF26F25741393805C599BB20419EC1F0C555F257411D7E155773BB20419C97B88B86F25741393805C599BB20419A6D8051B7F257414668C3940BBC2041B6F27537E6F257410B78A466C4BC20413F4A377011F357410D786920BDBD20415E188E5237F3574108E91F33ECBE20415EB8C66956F357414BA52AF945C0204157DA02846DF357412ACED628BDC1204159A0FABD7BF357411D7E155743C320419C97B88B80F35741102E5485C9C4204159A0FABD7BF35741EF5600B540C6204157DA02846DF3574132130B7B9AC720415EB8C66956F357412D84C18DC9C820415E188E5237F357412F848647C2C920413F4A377011F35741F49367197BCA2041B6F27537E6F2574101C425E9ECCA20419A6D8051B7F257411D7E155713CB20419C97B88B86F25741
55,DKHDH,9998,1,DK,Hardeshøj,Hardeshøj,GISCO,1,0103000020E86400000100000021000000F7A3D77D28A420414B6A7F831B415741DBE9E70F02A420414D94B7BDEA405741CEB9294090A32041310FC2D7BB40574109AA486ED7A22041A8B7009F9040574107AA83B4DEA1204189E9A9BC6A4057410C39CDA1AFA02041894971A54B405741C97CC2DB559F20419027358B34405741EA5316ACDE9D20418E613D5126405741F7A3D77D589C20414B6A7F832140574104F4984FD29A20418E613D512640574125CBEC1F5B9920419027358B34405741E20EE25901982041894971A54B405741E79D2B47D296204189E9A9BC6A405741E59D668DD9952041A8B7009F90405741208E85BB20952041310FC2D7BB405741135EC7EBAE9420414D94B7BDEA405741F7A3D77D889420414B6A7F831B415741135EC7EBAE942041494047494C415741208E85BB2095204165C53C2F7B415741E59D668DD9952041EE1CFE67A6415741E79D2B47D29620410DEB544ACC415741E20EE259019820410D8B8D61EB41574125CBEC1F5B99204106ADC97B0242574104F4984FD29A20410873C1B510425741F7A3D77D589C20414B6A7F8315425741EA5316ACDE9D20410873C1B510425741C97CC2DB559F204106ADC97B024257410C39CDA1AFA020410D8B8D61EB41574107AA83B4DEA120410DEB544ACC41574109AA486ED7A22041EE1CFE67A6415741CEB9294090A3204165C53C2F7B415741DBE9E70F02A42041494047494C415741F7A3D77D28A420414B6A7F831B415741
56,DKHIR,2110,1,DK,Hirtshals,Hirtshals,GISCO,1,0103000020E86400000100000021000000F1A7761F700B2141EBABD0F9585A5841D5ED86B1490B2141EDD50834285A5841C8BDC8E1D70A2141D150134EF959584103AEE70F1F0A214148F95115CE59584101AE225626092141292BFB32A8595841063D6C43F7072141298BC21B89595841C380617D9D0621413069860172595841E457B54D260521412EA38EC763595841F1A7761FA0032141EBABD0F95E595841FEF737F1190221412EA38EC7635958411FCF8BC1A20021413069860172595841DC1281FB48FF2041298BC21B89595841E1A1CAE819FE2041292BFB32A8595841DFA1052F21FD204148F95115CE5958411A92245D68FC2041D150134EF95958410D62668DF6FB2041EDD50834285A5841F1A7761FD0FB2041EBABD0F9585A58410D62668DF6FB2041E98198BF895A58411A92245D68FC204105078EA5B85A5841DFA1052F21FD20418E5E4FDEE35A5841E1A1CAE819FE2041AD2CA6C0095B5841DC1281FB48FF2041ADCCDED7285B58411FCF8BC1A2002141A6EE1AF23F5B5841FEF737F119022141A8B4122C4E5B5841F1A7761FA0032141EBABD0F9525B5841E457B54D26052141A8B4122C4E5B5841C380617D9D062141A6EE1AF23F5B5841063D6C43F7072141ADCCDED7285B584101AE225626092141AD2CA6C0095B584103AEE70F1F0A21418E5E4FDEE35A5841C8BDC8E1D70A214105078EA5B85A5841D5ED86B1490B2141E98198BF895A5841F1A7761F700B2141EBABD0F9585A5841
57,DKHLS,2108,1,DK,Helsingør (Elsinore),Helsingør (Elsinore),GISCO,1,0103000020E864000001000000210000009ED02426FF292641A4028E111DB65741821635B8D8292641A62CC64BECB5574175E676E8662926418AA7D065BDB55741B0D69516AE28264101500F2D92B55741AED6D05CB5272641E281B84A6CB55741B3651A4A86262641E2E17F334DB5574170A90F842C252641E9BF431936B5574191806354B5232641E7F94BDF27B557419ED024262F222641A4028E1123B55741AB20E6F7A8202641E7F94BDF27B55741CCF739C8311F2641E9BF431936B55741893B2F02D81D2641E2E17F334DB557418ECA78EFA81C2641E281B84A6CB557418CCAB335B01B264101500F2D92B55741C7BAD263F71A26418AA7D065BDB55741BA8A1494851A2641A62CC64BECB557419ED024265F1A2641A4028E111DB65741BA8A1494851A2641A2D855D74DB65741C7BAD263F71A2641BE5D4BBD7CB657418CCAB335B01B264147B50CF6A7B657418ECA78EFA81C2641668363D8CDB65741893B2F02D81D264166239CEFECB65741CCF739C8311F26415F45D80904B75741AB20E6F7A8202641610BD04312B757419ED024262F222641A4028E1117B7574191806354B5232641610BD04312B7574170A90F842C2526415F45D80904B75741B3651A4A8626264166239CEFECB65741AED6D05CB5272641668363D8CDB65741B0D69516AE28264147B50CF6A7B6574175E676E866292641BE5D4BBD7CB65741821635B8D8292641A2D855D74DB657419ED02426FF292641A4028E111DB65741
58,DKHNB,5106,1,DK,Havneby,Havneby,GISCO,1,0103000020E864000001000000210000000B0657685BE31C417491F04341495741D391778C0EE31C4176BB287E10495741BA31FBEC2AE21C415A363398E148574130123949B9E01C41D1DE715FB64857412B12AFD5C7DE1C41B2101B7D90485741343042B069DC1C41B270E26571485741AFB72C24B6D91C41B94EA64B5A485741F165D4C4C7D61C41B788AE114C4857410B065768BBD31C417491F0434748574125A6D90BAFD01C41B788AE114C485741675481ACC0CD1C41B94EA64B5A485741E2DB6B200DCB1C41B270E26571485741EBF9FEFAAEC81C41B2101B7D90485741E6F97487BDC61C41D1DE715FB64857415CDAB2E34BC51C415A363398E1485741437A364468C41C4176BB287E104957410B0657681BC41C417491F04341495741437A364468C41C417267B809724957415CDAB2E34BC51C418EECADEFA0495741E6F97487BDC61C4117446F28CC495741EBF9FEFAAEC81C413612C60AF2495741E2DB6B200DCB1C4136B2FE21114A5741675481ACC0CD1C412FD43A3C284A574125A6D90BAFD01C41319A3276364A57410B065768BBD31C417491F0433B4A5741F165D4C4C7D61C41319A3276364A5741AFB72C24B6D91C412FD43A3C284A5741343042B069DC1C4136B2FE21114A57412B12AFD5C7DE1C413612C60AF249574130123949B9E01C4117446F28CC495741BA31FBEC2AE21C418EECADEFA0495741D391778C0EE31C417267B809724957410B0657685BE31C417491F04341495741
59,DKHOH,9998,1,DK,Hou Havn,Hou Havn,GISCO,1,0103000020E8640000010000002100000028E8009AAAD621412083A8D7D91F58410C2E112C84D6214122ADE011A91F5841FFFD525C12D621410628EB2B7A1F58413AEE718A59D521417DD029F34E1F584138EEACD060D421415E02D310291F58413D7DF6BD31D321415E629AF9091F5841FAC0EBF7D7D1214165405EDFF21E58411B983FC860D02141637A66A5E41E584128E8009ADACE21412083A8D7DF1E58413538C26B54CD2141637A66A5E41E5841560F163CDDCB214165405EDFF21E584113530B7683CA21415E629AF9091F584118E2546354C921415E02D310291F584116E28FA95BC821417DD029F34E1F584151D2AED7A2C721410628EB2B7A1F584144A2F00731C7214122ADE011A91F584128E8009A0AC721412083A8D7D91F584144A2F00731C721411E59709D0A20584151D2AED7A2C721413ADE65833920584116E28FA95BC82141C33527BC6420584118E2546354C92141E2037E9E8A20584113530B7683CA2141E2A3B6B5A9205841560F163CDDCB2141DBC5F2CFC02058413538C26B54CD2141DD8BEA09CF20584128E8009ADACE21412083A8D7D32058411B983FC860D02141DD8BEA09CF205841FAC0EBF7D7D12141DBC5F2CFC02058413D7DF6BD31D32141E2A3B6B5A920584138EEACD060D42141E2037E9E8A2058413AEE718A59D52141C33527BC64205841FFFD525C12D621413ADE6583392058410C2E112C84D621411E59709D0A20584128E8009AAAD621412083A8D7D91F5841
60,DKHOR,2110,3,DK,Horsens,,GISCO,0,0103000020E864000001000000210000006377C65AEAF52041DC9C94F0629D574147BDD6ECC3F52041DEC6CC2A329D57413A8D181D52F52041C241D744039D5741757D374B99F4204139EA150CD89C5741737D7291A0F320411A1CBF29B29C5741780CBC7E71F220411A7C8612939C57413550B1B817F12041215A4AF87B9C574156270589A0EF20411F9452BE6D9C57416377C65A1AEE2041DC9C94F0689C574170C7872C94EC20411F9452BE6D9C5741919EDBFC1CEB2041215A4AF87B9C57414EE2D036C3E920411A7C8612939C574153711A2494E820411A1CBF29B29C57415171556A9BE7204139EA150CD89C57418C617498E2E62041C241D744039D57417F31B6C870E62041DEC6CC2A329D57416377C65A4AE62041DC9C94F0629D57417F31B6C870E62041DA725CB6939D57418C617498E2E62041F6F7519CC29D57415171556A9BE720417F4F13D5ED9D574153711A2494E820419E1D6AB7139E57414EE2D036C3E920419EBDA2CE329E5741919EDBFC1CEB204197DFDEE8499E574170C7872C94EC204199A5D622589E57416377C65A1AEE2041DC9C94F05C9E574156270589A0EF204199A5D622589E57413550B1B817F1204197DFDEE8499E5741780CBC7E71F220419EBDA2CE329E5741737D7291A0F320419E1D6AB7139E5741757D374B99F420417F4F13D5ED9D57413A8D181D52F52041F6F7519CC29D574147BDD6ECC3F52041DA725CB6939D57416377C65AEAF52041DC9C94F0629D5741
