tripid,vehid,day,seqno,geom,t
2,2,2020-06-05,1,SRID=3857;POINT(486725.748914 6585234.779149),2020-06-05 10:20:19.430079+02
2,2,2020-06-05,1,SRID=3857;POINT(486728.888765 6585233.704161),2020-06-05 10:20:20.425711+02
2,2,2020-06-05,1,SRID=3857;POINT(486731.25987 6585232.788368),2020-06-05 10:20:20.806983+02
2,2,2020-06-05,1,SRID=3857;POINT(486735.938654 6585231.025138),2020-06-05 10:20:21.306983+02
2,2,2020-06-05,1,SRID=3857;POINT(486740.617438 6585229.261908),2020-06-05 10:20:21.681983+02
2,2,2020-06-05,1,SRID=3857;POINT(486754.65379 6585223.972217),2020-06-05 10:20:22.761983+02
2,2,2020-06-05,1,SRID=3857;POINT(486755.093373 6585223.806557),2020-06-05 10:20:23.264599+02
2,2,2020-06-05,1,SRID=3857;POINT(486760.037982 6585223.06437),2020-06-05 10:20:24.436116+02
2,2,2020-06-05,1,SRID=3857;POINT(486764.982591 6585222.322183),2020-06-05 10:20:25.093898+02
2,2,2020-06-05,1,SRID=3857;POINT(486766.826447 6585222.045419),2020-06-05 10:20:28.379966+02
2,2,2020-06-05,1,SRID=3857;POINT(486771.825382 6585221.9422),2020-06-05 10:20:29.661776+02
2,2,2020-06-05,1,SRID=3857;POINT(486776.824316 6585221.83898),2020-06-05 10:20:30.35295+02
2,2,2020-06-05,1,SRID=3857;POINT(486781.823251 6585221.73576),2020-06-05 10:20:30.826103+02
2,2,2020-06-05,1,SRID=3857;POINT(486801.818989 6585221.322881),2020-06-05 10:20:32.266103+02
2,2,2020-06-05,1,SRID=3857;POINT(486801.818989 6585221.322881),2020-06-05 10:20:34.853975+02
2,2,2020-06-05,1,SRID=3857;POINT(486802.649059 6585221.305741),2020-06-05 10:20:35.103049+02
2,2,2020-06-05,1,SRID=3857;POINT(486807.647238 6585221.44068),2020-06-05 10:20:35.853049+02
2,2,2020-06-05,1,SRID=3857;POINT(486812.645417 6585221.575619),2020-06-05 10:20:36.353049+02
2,2,2020-06-05,1,SRID=3857;POINT(486815.695704 6585221.657969),2020-06-05 10:20:38.667165+02
2,2,2020-06-05,1,SRID=3857;POINT(486820.433555 6585223.255705),2020-06-05 10:20:39.741986+02
2,2,2020-06-05,1,SRID=3857;POINT(486825.171407 6585224.853442),2020-06-05 10:20:40.368139+02
2,2,2020-06-05,1,SRID=3857;POINT(486828.386126 6585225.937535),2020-06-05 10:20:40.667874+02
2,2,2020-06-05,1,SRID=3857;POINT(486838.015037 6585228.636438),2020-06-05 10:20:41.387874+02
2,2,2020-06-05,1,SRID=3857;POINT(486840.57561 6585229.354145),2020-06-05 10:20:43.291681+02
2,2,2020-06-05,1,SRID=3857;POINT(486845.571059 6585229.140851),2020-06-05 10:20:44.348731+02
2,2,2020-06-05,1,SRID=3857;POINT(486850.566507 6585228.927558),2020-06-05 10:20:44.968811+02
2,2,2020-06-05,1,SRID=3857;POINT(486855.561956 6585228.714264),2020-06-05 10:20:45.40753+02
2,2,2020-06-05,1,SRID=3857;POINT(486856.249394 6585228.684912),2020-06-05 10:20:47.45633+02
2,2,2020-06-05,1,SRID=3857;POINT(486861.125188 6585228.103736),2020-06-05 10:20:48.79459+02
2,2,2020-06-05,1,SRID=3857;POINT(486866.028231 6585229.083617),2020-06-05 10:20:49.50862+02
2,2,2020-06-05,1,SRID=3857;POINT(486870.931275 6585230.063498),2020-06-05 10:20:49.992373+02
2,2,2020-06-05,1,SRID=3857;POINT(486875.834318 6585231.043379),2020-06-05 10:20:50.358159+02
2,2,2020-06-05,1,SRID=3857;POINT(486875.841625 6585231.044839),2020-06-05 10:20:50.358695+02
2,2,2020-06-05,1,SRID=3857;POINT(486880.939961 6585245.151822),2020-06-05 10:20:52.158695+02
2,2,2020-06-05,1,SRID=3857;POINT(486880.939961 6585245.151822),2020-06-05 10:20:52.219607+02
2,2,2020-06-05,1,SRID=3857;POINT(486881.251752 6585246.014541),2020-06-05 10:20:52.494806+02
2,2,2020-06-05,1,SRID=3857;POINT(486883.191731 6585250.622847),2020-06-05 10:20:53.244806+02
2,2,2020-06-05,1,SRID=3857;POINT(486885.003219 6585254.92593),2020-06-05 10:20:53.805066+02
2,2,2020-06-05,1,SRID=3857;POINT(486887.093659 6585259.467963),2020-06-05 10:20:54.233637+02
2,2,2020-06-05,1,SRID=3857;POINT(486891.274539 6585268.552028),2020-06-05 10:20:54.953637+02
2,2,2020-06-05,1,SRID=3857;POINT(486892.695396 6585271.639213),2020-06-05 10:21:05.356413+02
2,2,2020-06-05,1,SRID=3857;POINT(486895.115459 6585276.014518),2020-06-05 10:21:06.722525+02
2,2,2020-06-05,1,SRID=3857;POINT(486897.535523 6585280.389822),2020-06-05 10:21:07.437489+02
2,2,2020-06-05,1,SRID=3857;POINT(486899.955587 6585284.765127),2020-06-05 10:21:07.921671+02
2,2,2020-06-05,1,SRID=3857;POINT(486902.375651 6585289.140432),2020-06-05 10:21:08.287702+02
2,2,2020-06-05,1,SRID=3857;POINT(486907.215779 6585297.891041),2020-06-05 10:21:09.007702+02
2,2,2020-06-05,1,SRID=3857;POINT(486909.460111 6585301.948635),2020-06-05 10:21:09.34156+02
2,2,2020-06-05,1,SRID=3857;POINT(486925.321431 6585327.412698),2020-06-05 10:21:11.50156+02
2,2,2020-06-05,1,SRID=3857;POINT(486926.057847 6585328.594954),2020-06-05 10:21:11.601845+02
2,2,2020-06-05,1,SRID=3857;POINT(486928.428952 6585332.099664),2020-06-05 10:21:11.906509+02
2,2,2020-06-05,1,SRID=3857;POINT(486972.710041 6585404.654369),2020-06-05 10:21:18.026509+02
2,2,2020-06-05,1,SRID=3857;POINT(486972.710041 6585404.654369),2020-06-05 10:21:18.165015+02
2,2,2020-06-05,1,SRID=3857;POINT(486972.756373 6585404.730284),2020-06-05 10:21:18.191696+02
2,2,2020-06-05,1,SRID=3857;POINT(486975.341446 6585409.010167),2020-06-05 10:21:20.499388+02
2,2,2020-06-05,1,SRID=3857;POINT(486977.926518 6585413.290051),2020-06-05 10:21:21.408478+02
2,2,2020-06-05,1,SRID=3857;POINT(486980.51159 6585417.569934),2020-06-05 10:21:21.974515+02
2,2,2020-06-05,1,SRID=3857;POINT(486983.096663 6585421.849817),2020-06-05 10:21:22.385473+02
2,2,2020-06-05,1,SRID=3857;POINT(487006.362314 6585460.368767),2020-06-05 10:21:25.625473+02
2,2,2020-06-05,1,SRID=3857;POINT(487006.362314 6585460.368767),2020-06-05 10:21:26.74318+02
2,2,2020-06-05,1,SRID=3857;POINT(487008.211631 6585463.430523),2020-06-05 10:21:27.816254+02
2,2,2020-06-05,1,SRID=3857;POINT(487010.713697 6585467.759457),2020-06-05 10:21:28.566254+02
2,2,2020-06-05,1,SRID=3857;POINT(487013.215762 6585472.088391),2020-06-05 10:21:29.066254+02
2,2,2020-06-05,1,SRID=3857;POINT(487015.717827 6585476.417325),2020-06-05 10:21:29.441254+02
2,2,2020-06-05,1,SRID=3857;POINT(487048.244677 6585532.693466),2020-06-05 10:21:34.121254+02
2,2,2020-06-05,1,SRID=3857;POINT(487050.090024 6585535.886182),2020-06-05 10:21:40.435859+02
2,2,2020-06-05,1,SRID=3857;POINT(487052.000124 6585540.506952),2020-06-05 10:21:41.712241+02
2,2,2020-06-05,1,SRID=3857;POINT(487053.910224 6585545.127722),2020-06-05 10:21:42.401834+02
2,2,2020-06-05,1,SRID=3857;POINT(487055.820324 6585549.748492),2020-06-05 10:21:42.874245+02
2,2,2020-06-05,1,SRID=3857;POINT(487057.730424 6585554.369263),2020-06-05 10:21:43.234245+02
2,2,2020-06-05,1,SRID=3857;POINT(487057.730424 6585554.369263),2020-06-05 10:21:43.355406+02
2,2,2020-06-05,1,SRID=3857;POINT(487058.906527 6585557.214403),2020-06-05 10:21:44.278998+02
2,2,2020-06-05,1,SRID=3857;POINT(487060.687961 6585561.886286),2020-06-05 10:21:45.028998+02
2,2,2020-06-05,1,SRID=3857;POINT(487062.469394 6585566.55817),2020-06-05 10:21:45.528998+02
2,2,2020-06-05,1,SRID=3857;POINT(487064.250827 6585571.230053),2020-06-05 10:21:45.903998+02
2,2,2020-06-05,1,SRID=3857;POINT(487066.032261 6585575.901937),2020-06-05 10:21:46.263998+02
2,2,2020-06-05,1,SRID=3857;POINT(487067.099642 6585578.701189),2020-06-05 10:21:52.392019+02
2,2,2020-06-05,1,SRID=3857;POINT(487068.354623 6585583.541129),2020-06-05 10:21:53.700162+02
2,2,2020-06-05,1,SRID=3857;POINT(487069.609605 6585588.381069),2020-06-05 10:21:54.39892+02
2,2,2020-06-05,1,SRID=3857;POINT(487070.864586 6585593.221009),2020-06-05 10:21:54.875615+02
2,2,2020-06-05,1,SRID=3857;POINT(487072.119567 6585598.06095),2020-06-05 10:21:55.237351+02
2,2,2020-06-05,1,SRID=3857;POINT(487074.62953 6585607.74083),2020-06-05 10:21:55.957351+02
2,2,2020-06-05,1,SRID=3857;POINT(487074.62953 6585607.74083),2020-06-05 10:21:56.354568+02
2,2,2020-06-05,1,SRID=3857;POINT(487074.680499 6585607.937397),2020-06-05 10:21:56.415488+02
2,2,2020-06-05,1,SRID=3857;POINT(487075.861597 6585612.795895),2020-06-05 10:21:57.165488+02
2,2,2020-06-05,1,SRID=3857;POINT(487076.73991 6585616.408872),2020-06-05 10:21:57.537308+02
2,2,2020-06-05,1,SRID=3857;POINT(487077.621644 6585621.330512),2020-06-05 10:21:57.912308+02
2,2,2020-06-05,1,SRID=3857;POINT(487082.030313 6585645.938715),2020-06-05 10:21:59.712308+02
2,2,2020-06-05,1,SRID=3857;POINT(487082.305884 6585647.476892),2020-06-05 10:22:05.118343+02
2,2,2020-06-05,1,SRID=3857;POINT(487082.864168 6585652.445626),2020-06-05 10:22:06.498646+02
2,2,2020-06-05,1,SRID=3857;POINT(487083.422452 6585657.41436),2020-06-05 10:22:07.217478+02
2,2,2020-06-05,1,SRID=3857;POINT(487083.980735 6585662.383095),2020-06-05 10:22:07.703431+02
2,2,2020-06-05,1,SRID=3857;POINT(487084.539019 6585667.351829),2020-06-05 10:22:08.070473+02
2,2,2020-06-05,1,SRID=3857;POINT(487086.772153 6585687.226766),2020-06-05 10:22:09.510473+02
2,2,2020-06-05,1,SRID=3857;POINT(487086.772153 6585687.226766),2020-06-05 10:22:10.477111+02
2,2,2020-06-05,1,SRID=3857;POINT(487087.059227 6585689.78172),2020-06-05 10:22:11.24842+02
2,2,2020-06-05,1,SRID=3857;POINT(487087.374858 6585694.771748),2020-06-05 10:22:11.99842+02
2,2,2020-06-05,1,SRID=3857;POINT(487087.690489 6585699.761776),2020-06-05 10:22:12.49842+02
2,2,2020-06-05,1,SRID=3857;POINT(487088.00612 6585704.751804),2020-06-05 10:22:12.87342+02
2,2,2020-06-05,1,SRID=3857;POINT(487088.321751 6585709.741832),2020-06-05 10:22:13.23342+02
2,2,2020-06-05,1,SRID=3857;POINT(487088.321751 6585709.741832),2020-06-05 10:22:16.005006+02
2,2,2020-06-05,1,SRID=3857;POINT(487088.550908 6585713.364731),2020-06-05 10:22:17.094047+02
2,2,2020-06-05,1,SRID=3857;POINT(487088.939726 6585718.34959),2020-06-05 10:22:17.844047+02
2,2,2020-06-05,1,SRID=3857;POINT(487089.328545 6585723.334449),2020-06-05 10:22:18.344047+02
2,2,2020-06-05,1,SRID=3857;POINT(487089.717363 6585728.319309),2020-06-05 10:22:18.719047+02
2,2,2020-06-05,1,SRID=3857;POINT(487091.661456 6585753.243604),2020-06-05 10:22:20.519047+02
2,2,2020-06-05,1,SRID=3857;POINT(487091.678985 6585753.468333),2020-06-05 10:22:20.535276+02
2,2,2020-06-05,1,SRID=3857;POINT(487091.534991 6585773.467815),2020-06-05 10:22:21.975276+02
2,2,2020-06-05,1,SRID=3857;POINT(487091.523138 6585775.114145),2020-06-05 10:22:22.093814+02
2,2,2020-06-05,1,SRID=3857;POINT(487091.572363 6585790.114064),2020-06-05 10:22:23.173814+02
2,2,2020-06-05,1,SRID=3857;POINT(487091.578798 6585792.07506),2020-06-05 10:22:26.039235+02
2,2,2020-06-05,1,SRID=3857;POINT(487090.824098 6585797.017775),2020-06-05 10:22:27.283727+02
2,2,2020-06-05,1,SRID=3857;POINT(487090.069398 6585801.960489),2020-06-05 10:22:27.963903+02
2,2,2020-06-05,1,SRID=3857;POINT(487089.314698 6585806.903204),2020-06-05 10:22:28.431876+02
2,2,2020-06-05,1,SRID=3857;POINT(487084.031799 6585841.502206),2020-06-05 10:22:30.951876+02
2,2,2020-06-05,1,SRID=3857;POINT(487083.753038 6585843.327883),2020-06-05 10:22:34.111752+02
2,2,2020-06-05,1,SRID=3857;POINT(487082.353385 6585848.127984),2020-06-05 10:22:35.387979+02
2,2,2020-06-05,1,SRID=3857;POINT(487080.953732 6585852.928085),2020-06-05 10:22:36.077526+02
2,2,2020-06-05,1,SRID=3857;POINT(487079.554079 6585857.728186),2020-06-05 10:22:36.549916+02
2,2,2020-06-05,1,SRID=3857;POINT(487064.157896 6585910.5293),2020-06-05 10:22:40.509916+02
2,2,2020-06-05,1,SRID=3857;POINT(487063.225724 6585913.72618),2020-06-05 10:22:45.27822+02
2,2,2020-06-05,1,SRID=3857;POINT(487061.088393 6585918.246337),2020-06-05 10:22:46.518392+02
2,2,2020-06-05,1,SRID=3857;POINT(487058.951062 6585922.766494),2020-06-05 10:22:47.197275+02
2,2,2020-06-05,1,SRID=3857;POINT(487056.813731 6585927.286651),2020-06-05 10:22:47.664636+02
2,2,2020-06-05,1,SRID=3857;POINT(487050.401739 6585940.847121),2020-06-05 10:22:48.744636+02
2,2,2020-06-05,1,SRID=3857;POINT(487048.743058 6585944.355),2020-06-05 10:22:49.024014+02
2,2,2020-06-05,1,SRID=3857;POINT(487063.487713 6585947.110929),2020-06-05 10:22:50.104014+02
2,2,2020-06-05,1,SRID=3857;POINT(487067.589448 6585947.877586),2020-06-05 10:22:52.387324+02
2,2,2020-06-05,1,SRID=3857;POINT(487072.459377 6585946.744543),2020-06-05 10:22:53.356158+02
2,2,2020-06-05,1,SRID=3857;POINT(487077.329307 6585945.6115),2020-06-05 10:22:53.944796+02
2,2,2020-06-05,1,SRID=3857;POINT(487082.199236 6585944.478458),2020-06-05 10:22:54.367539+02
2,2,2020-06-05,1,SRID=3857;POINT(487169.857969 6585924.08369),2020-06-05 10:23:00.847539+02
2,2,2020-06-05,1,SRID=3857;POINT(487169.857969 6585924.08369),2020-06-05 10:23:01.494039+02
2,2,2020-06-05,1,SRID=3857;POINT(487173.799374 6585923.166679),2020-06-05 10:23:02.708041+02
2,2,2020-06-05,1,SRID=3857;POINT(487178.408001 6585922.391712),2020-06-05 10:23:03.40904+02
2,2,2020-06-05,1,SRID=3857;POINT(487183.25103 6585921.148703),2020-06-05 10:23:03.90904+02
2,2,2020-06-05,1,SRID=3857;POINT(487188.094059 6585919.905694),2020-06-05 10:23:04.28404+02
2,2,2020-06-05,1,SRID=3857;POINT(487192.937087 6585918.662685),2020-06-05 10:23:04.64404+02
2,2,2020-06-05,1,SRID=3857;POINT(487194.671778 6585918.217461),2020-06-05 10:23:04.772985+02
2,2,2020-06-05,1,SRID=3857;POINT(487219.065239 6585912.743974),2020-06-05 10:23:06.572985+02
2,2,2020-06-05,1,SRID=3857;POINT(487219.065239 6585912.743974),2020-06-05 10:23:06.821429+02
2,2,2020-06-05,1,SRID=3857;POINT(487222.223352 6585912.035346),2020-06-05 10:23:07.79242+02
2,2,2020-06-05,1,SRID=3857;POINT(487227.120796 6585911.027852),2020-06-05 10:23:08.54242+02
2,2,2020-06-05,1,SRID=3857;POINT(487232.01824 6585910.020357),2020-06-05 10:23:09.04242+02
2,2,2020-06-05,1,SRID=3857;POINT(487236.915683 6585909.012863),2020-06-05 10:23:09.41742+02
2,2,2020-06-05,1,SRID=3857;POINT(487418.121101 6585871.735567),2020-06-05 10:23:22.73742+02
2,2,2020-06-05,1,SRID=3857;POINT(487422.56504 6585870.821367),2020-06-05 10:23:23.064083+02
2,2,2020-06-05,1,SRID=3857;POINT(487452.070019 6585865.394013),2020-06-05 10:23:25.224083+02
2,2,2020-06-05,1,SRID=3857;POINT(487452.343004 6585865.343798),2020-06-05 10:23:25.244067+02
2,2,2020-06-05,1,SRID=3857;POINT(487466.99715 6585862.1413),2020-06-05 10:23:26.324067+02
2,2,2020-06-05,1,SRID=3857;POINT(487470.154122 6585861.45138),2020-06-05 10:23:26.556733+02
2,2,2020-06-05,1,SRID=3857;POINT(487479.922043 6585859.309483),2020-06-05 10:23:27.276733+02
2,2,2020-06-05,1,SRID=3857;POINT(487479.922043 6585859.309483),2020-06-05 10:23:29.477238+02
2,2,2020-06-05,1,SRID=3857;POINT(487480.59589 6585859.161723),2020-06-05 10:23:29.684195+02
2,2,2020-06-05,1,SRID=3857;POINT(487485.486163 6585858.119977),2020-06-05 10:23:30.434195+02
2,2,2020-06-05,1,SRID=3857;POINT(487490.376435 6585857.078231),2020-06-05 10:23:30.934195+02
2,2,2020-06-05,1,SRID=3857;POINT(487495.266708 6585856.036486),2020-06-05 10:23:31.309195+02
2,2,2020-06-05,1,SRID=3857;POINT(487514.827798 6585851.869502),2020-06-05 10:23:32.749195+02
2,2,2020-06-05,1,SRID=3857;POINT(487514.827798 6585851.869502),2020-06-05 10:23:33.326524+02
2,2,2020-06-05,1,SRID=3857;POINT(487515.817377 6585851.658698),2020-06-05 10:23:33.630058+02
2,2,2020-06-05,1,SRID=3857;POINT(487520.712717 6585850.641028),2020-06-05 10:23:34.380058+02
2,2,2020-06-05,1,SRID=3857;POINT(487525.608056 6585849.623358),2020-06-05 10:23:34.880058+02
2,2,2020-06-05,1,SRID=3857;POINT(487530.503395 6585848.605687),2020-06-05 10:23:35.255058+02
2,2,2020-06-05,1,SRID=3857;POINT(487829.119095 6585786.5278),2020-06-05 10:23:57.215058+02
2,2,2020-06-05,1,SRID=3857;POINT(487829.119095 6585786.5278),2020-06-05 10:23:57.981575+02
2,2,2020-06-05,1,SRID=3857;POINT(487831.664168 6585785.998716),2020-06-05 10:23:58.761421+02
2,2,2020-06-05,1,SRID=3857;POINT(487836.560385 6585784.985275),2020-06-05 10:23:59.511421+02
2,2,2020-06-05,1,SRID=3857;POINT(487841.456602 6585783.971834),2020-06-05 10:24:00.011421+02
2,2,2020-06-05,1,SRID=3857;POINT(487846.352819 6585782.958394),2020-06-05 10:24:00.386421+02
2,2,2020-06-05,1,SRID=3857;POINT(487855.31956 6585781.102418),2020-06-05 10:24:01.045711+02
2,2,2020-06-05,1,SRID=3857;POINT(487887.390706 6585774.46248),2020-06-05 10:24:03.403804+02
2,2,2020-06-05,1,SRID=3857;POINT(487892.288582 6585773.457089),2020-06-05 10:24:03.763804+02
2,2,2020-06-05,1,SRID=3857;POINT(487892.967812 6585773.317663),2020-06-05 10:24:03.854575+02
2,2,2020-06-05,1,SRID=3857;POINT(487897.865066 6585772.309247),2020-06-05 10:24:04.310271+02
2,2,2020-06-05,1,SRID=3857;POINT(488059.474447 6585739.031505),2020-06-05 10:24:16.190271+02
2,2,2020-06-05,1,SRID=3857;POINT(488061.639105 6585738.585771),2020-06-05 10:24:16.349396+02
2,2,2020-06-05,1,SRID=3857;POINT(488095.812523 6585731.024191),2020-06-05 10:24:18.869396+02
2,2,2020-06-05,1,SRID=3857;POINT(488095.812523 6585731.024191),2020-06-05 10:24:19.063468+02
2,2,2020-06-05,1,SRID=3857;POINT(488099.76603 6585730.149395),2020-06-05 10:24:20.278208+02
2,2,2020-06-05,1,SRID=3857;POINT(488104.655726 6585729.104945),2020-06-05 10:24:21.028208+02
2,2,2020-06-05,1,SRID=3857;POINT(488109.545422 6585728.060496),2020-06-05 10:24:21.528208+02
2,2,2020-06-05,1,SRID=3857;POINT(488114.435118 6585727.016046),2020-06-05 10:24:21.903208+02
2,2,2020-06-05,1,SRID=3857;POINT(488153.552684 6585718.66045),2020-06-05 10:24:24.783208+02
2,2,2020-06-05,1,SRID=3857;POINT(488153.552684 6585718.66045),2020-06-05 10:24:25.077341+02
2,2,2020-06-05,1,SRID=3857;POINT(488153.856171 6585718.595625),2020-06-05 10:24:25.17044+02
2,2,2020-06-05,1,SRID=3857;POINT(488158.741523 6585717.531044),2020-06-05 10:24:25.92044+02
2,2,2020-06-05,1,SRID=3857;POINT(488163.626876 6585716.466464),2020-06-05 10:24:26.42044+02
2,2,2020-06-05,1,SRID=3857;POINT(488168.512228 6585715.401884),2020-06-05 10:24:26.79544+02
2,2,2020-06-05,1,SRID=3857;POINT(488251.56322 6585697.304017),2020-06-05 10:24:32.91544+02
2,2,2020-06-05,1,SRID=3857;POINT(488256.448572 6585696.239437),2020-06-05 10:24:33.81544+02
2,2,2020-06-05,1,SRID=3857;POINT(488261.333925 6585695.174857),2020-06-05 10:24:34.37794+02
2,2,2020-06-05,1,SRID=3857;POINT(488266.219277 6585694.110276),2020-06-05 10:24:34.78703+02
2,2,2020-06-05,1,SRID=3857;POINT(488334.614212 6585679.206151),2020-06-05 10:24:39.82703+02
2,2,2020-06-05,1,SRID=3857;POINT(488339.499564 6585678.141571),2020-06-05 10:24:40.380876+02
2,2,2020-06-05,1,SRID=3857;POINT(488344.384916 6585677.07699),2020-06-05 10:24:40.78537+02
2,2,2020-06-05,1,SRID=3857;POINT(488573.996482 6585627.041713),2020-06-05 10:24:57.70537+02
2,2,2020-06-05,1,SRID=3857;POINT(488578.881834 6585625.977132),2020-06-05 10:24:58.42537+02
2,2,2020-06-05,1,SRID=3857;POINT(488583.767187 6585624.912552),2020-06-05 10:24:58.911856+02
2,2,2020-06-05,1,SRID=3857;POINT(488588.652539 6585623.847971),2020-06-05 10:24:59.279202+02
2,2,2020-06-05,1,SRID=3857;POINT(488642.391416 6585612.137587),2020-06-05 10:25:03.239202+02
2,2,2020-06-05,1,SRID=3857;POINT(488642.391416 6585612.137587),2020-06-05 10:25:04.822379+02
2,2,2020-06-05,1,SRID=3857;POINT(488645.420778 6585611.477451),2020-06-05 10:25:05.752515+02
2,2,2020-06-05,1,SRID=3857;POINT(488650.328482 6585610.521187),2020-06-05 10:25:06.502515+02
2,2,2020-06-05,1,SRID=3857;POINT(488655.236186 6585609.564923),2020-06-05 10:25:07.002515+02
2,2,2020-06-05,1,SRID=3857;POINT(488660.14389 6585608.608659),2020-06-05 10:25:07.377515+02
2,2,2020-06-05,1,SRID=3857;POINT(488660.515701 6585608.536212),2020-06-05 10:25:07.404788+02
2,2,2020-06-05,1,SRID=3857;POINT(488675.236484 6585605.655489),2020-06-05 10:25:08.484788+02
2,2,2020-06-05,1,SRID=3857;POINT(488675.236484 6585605.655489),2020-06-05 10:25:08.922866+02
2,2,2020-06-05,1,SRID=3857;POINT(488675.365721 6585605.630198),2020-06-05 10:25:08.962372+02
2,2,2020-06-05,1,SRID=3857;POINT(488680.253905 6585604.578697),2020-06-05 10:25:09.712372+02
2,2,2020-06-05,1,SRID=3857;POINT(488685.14209 6585603.527196),2020-06-05 10:25:10.212372+02
2,2,2020-06-05,1,SRID=3857;POINT(488690.030274 6585602.475695),2020-06-05 10:25:10.587372+02
2,2,2020-06-05,1,SRID=3857;POINT(488797.850557 6585579.282389),2020-06-05 10:25:18.52801+02
2,2,2020-06-05,1,SRID=3857;POINT(488802.752982 6585578.299423),2020-06-05 10:25:18.88801+02
2,2,2020-06-05,1,SRID=3857;POINT(488807.655408 6585577.316456),2020-06-05 10:25:19.48801+02
2,2,2020-06-05,1,SRID=3857;POINT(488812.557834 6585576.333489),2020-06-05 10:25:19.916581+02
2,2,2020-06-05,1,SRID=3857;POINT(488905.703919 6585557.657122),2020-06-05 10:25:26.756581+02
2,2,2020-06-05,1,SRID=3857;POINT(488910.606345 6585556.674155),2020-06-05 10:25:27.556581+02
2,2,2020-06-05,1,SRID=3857;POINT(488915.508771 6585555.691189),2020-06-05 10:25:28.07832+02
2,2,2020-06-05,1,SRID=3857;POINT(488920.411196 6585554.708222),2020-06-05 10:25:28.465416+02
2,2,2020-06-05,1,SRID=3857;POINT(488993.94758 6585539.963722),2020-06-05 10:25:33.865416+02
2,2,2020-06-05,1,SRID=3857;POINT(488998.648654 6585539.021127),2020-06-05 10:25:34.21063+02
2,2,2020-06-05,1,SRID=3857;POINT(489018.205059 6585534.832209),2020-06-05 10:25:35.65063+02
2,2,2020-06-05,1,SRID=3857;POINT(489021.424622 6585534.142589),2020-06-05 10:25:35.887696+02
2,2,2020-06-05,1,SRID=3857;POINT(489055.655578 6585526.845901),2020-06-05 10:25:38.407696+02
2,2,2020-06-05,1,SRID=3857;POINT(489060.545715 6585525.803517),2020-06-05 10:25:39.207696+02
2,2,2020-06-05,1,SRID=3857;POINT(489065.435851 6585524.761133),2020-06-05 10:25:39.729435+02
2,2,2020-06-05,1,SRID=3857;POINT(489067.611079 6585524.29746),2020-06-05 10:25:39.901623+02
2,2,2020-06-05,1,SRID=3857;POINT(489106.769205 6585516.134056),2020-06-05 10:25:42.781623+02
2,2,2020-06-05,1,SRID=3857;POINT(489109.344756 6585515.597124),2020-06-05 10:25:42.971049+02
2,2,2020-06-05,1,SRID=3857;POINT(489133.796418 6585510.389798),2020-06-05 10:25:44.771049+02
2,2,2020-06-05,1,SRID=3857;POINT(489133.796418 6585510.389798),2020-06-05 10:25:45.327221+02
2,2,2020-06-05,1,SRID=3857;POINT(489136.139357 6585509.890836),2020-06-05 10:25:46.045865+02
2,2,2020-06-05,1,SRID=3857;POINT(489141.030055 6585508.851087),2020-06-05 10:25:46.795865+02
2,2,2020-06-05,1,SRID=3857;POINT(489145.920752 6585507.811338),2020-06-05 10:25:47.295865+02
2,2,2020-06-05,1,SRID=3857;POINT(489150.81145 6585506.771589),2020-06-05 10:25:47.670865+02
2,2,2020-06-05,1,SRID=3857;POINT(489229.06261 6585490.135606),2020-06-05 10:25:53.430865+02
2,2,2020-06-05,1,SRID=3857;POINT(489229.06261 6585490.135606),2020-06-05 10:25:55.121338+02
2,2,2020-06-05,1,SRID=3857;POINT(489230.827716 6585489.76035),2020-06-05 10:25:55.662704+02
2,2,2020-06-05,1,SRID=3857;POINT(489235.704702 6585488.658076),2020-06-05 10:25:56.412704+02
2,2,2020-06-05,1,SRID=3857;POINT(489240.581688 6585487.555801),2020-06-05 10:25:56.912704+02
2,2,2020-06-05,1,SRID=3857;POINT(489245.399438 6585486.466915),2020-06-05 10:25:57.283149+02
2,2,2020-06-05,1,SRID=3857;POINT(489245.399438 6585486.466915),2020-06-05 10:25:58.196728+02
2,2,2020-06-05,1,SRID=3857;POINT(489248.83921 6585485.69199),2020-06-05 10:25:59.254522+02
2,2,2020-06-05,1,SRID=3857;POINT(489253.732194 6585484.663054),2020-06-05 10:26:00.004522+02
2,2,2020-06-05,1,SRID=3857;POINT(489258.625178 6585483.634119),2020-06-05 10:26:00.504522+02
2,2,2020-06-05,1,SRID=3857;POINT(489263.076973 6585482.69796),2020-06-05 10:26:00.845709+02
2,2,2020-06-05,1,SRID=3857;POINT(489282.295731 6585477.16268),2020-06-05 10:26:02.285709+02
2,2,2020-06-05,1,SRID=3857;POINT(489285.396531 6585476.269605),2020-06-05 10:26:05.100064+02
2,2,2020-06-05,1,SRID=3857;POINT(489290.39542 6585476.164225),2020-06-05 10:26:06.21616+02
2,2,2020-06-05,1,SRID=3857;POINT(489295.394309 6585476.058845),2020-06-05 10:26:06.856099+02
2,2,2020-06-05,1,SRID=3857;POINT(489300.393199 6585475.953465),2020-06-05 10:26:07.304667+02
2,2,2020-06-05,1,SRID=3857;POINT(489302.105586 6585475.917367),2020-06-05 10:26:08.482633+02
2,2,2020-06-05,1,SRID=3857;POINT(489306.870583 6585477.43223),2020-06-05 10:26:09.527054+02
2,2,2020-06-05,1,SRID=3857;POINT(489311.635579 6585478.947093),2020-06-05 10:26:10.142766+02
